QUANTITY,SALES,DATE,PRODUCT,CATEGORY,PRICE,QUALITY,SALES_PERSON,SHOP,CITY,REGION
5,37.25,9/28/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
5,58.95,9/28/2016,Blinky Dorado,Ocean,11.79,TOP,Nicolas Butters,Ministry of Lures,New York,North
7,52.15,9/28/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
7,73.43,9/28/2016,Redtail Trout,Ocean,10.49,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
7,52.15,9/28/2016,Trout Performance,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
8,59.60,9/28/2016,Trout Performance,Lake,7.45,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
8,49.20,9/28/2016,Steelhead Iron,River,6.15,TOP,Henrik Griffin,Anglers United,Los Angeles,West
8,83.92,9/28/2016,Redtail Trout,Ocean,10.49,NORMAL,Timothy Hugs,Silk Watersports,San Francisco,West
9,62.91,9/28/2016,Pike Magic,Lake,6.99,TOP,Jasmin Muller,Ministry of Lures,New York,North
9,67.05,9/28/2016,Trout Performance,Lake,7.45,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
9,80.01,9/28/2016,Zander Domination,Lake,8.89,TOP,Patrick Simpson,Lucky Lures,Seattle,West
10,74.50,9/28/2016,Charles Lake Secret,Lake,7.45,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
10,46.50,9/28/2016,Fast Glider,River,4.65,NORMAL,William Lock,Willy's Lure Barn,Austin,South
10,88.90,9/28/2016,Zander Domination,Lake,8.89,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
10,74.50,9/28/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
10,61.50,9/28/2016,Steelhead Iron,River,6.15,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
10,52.50,9/28/2016,Bass Illumination,River,5.25,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
10,61.50,9/28/2016,Steelhead Iron,River,6.15,TOP,Nora Pollack,Happy Fisherman,Chicago,North
10,46.50,9/28/2016,Fast Glider,River,4.65,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
11,57.75,9/28/2016,Bass Illumination,River,5.25,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
12,63.00,9/28/2016,Bass Illumination,River,5.25,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
13,68.25,9/28/2016,Bass Illumination,River,5.25,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
13,96.85,9/28/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
13,60.45,9/28/2016,Fast Glider,River,4.65,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
14,104.30,9/28/2016,Trout Performance,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
14,104.30,9/28/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
14,79.10,9/28/2016,Minnow Glitter,River,5.65,TOP,Jasmin Muller,Ministry of Lures,New York,North
14,139.86,9/28/2016,Deep Diver,Ocean,9.99,TOP,Nora Pollack,Happy Fisherman,Chicago,North
14,86.10,9/28/2016,Steelhead Iron,River,6.15,TOP,Nora Pollack,Happy Fisherman,Chicago,North
14,86.10,9/28/2016,Steelhead Iron,River,6.15,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
15,176.85,9/28/2016,Blinky Dorado,Ocean,11.79,TOP,Jasmin Muller,Ministry of Lures,New York,North
15,133.35,9/28/2016,Zander Domination,Lake,8.89,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
15,133.35,9/28/2016,Zander Domination,Lake,8.89,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
15,78.75,9/28/2016,Bass Illumination,River,5.25,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
16,142.24,9/28/2016,Zander Domination,Lake,8.89,TOP,Patrick Simpson,Lucky Lures,Seattle,West
16,84.00,9/28/2016,Bass Illumination,River,5.25,NORMAL,Tiffany Smith,Fast Lures,New York,North
16,159.84,9/28/2016,Deep Diver,Ocean,9.99,TOP,Patrick Simpson,Lucky Lures,Seattle,West
16,90.40,9/28/2016,Minnow Glitter,River,5.65,TOP,Tiffany Smith,Fast Lures,New York,North
16,90.40,9/28/2016,Minnow Glitter,River,5.65,TOP,Nora Pollack,Happy Fisherman,Chicago,North
17,96.05,9/28/2016,Minnow Glitter,River,5.65,TOP,Nicolas Butters,Ministry of Lures,New York,North
17,126.65,9/28/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
1,11.79,9/29/2016,Blinky Dorado,Ocean,11.79,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
1,5.65,9/29/2016,Minnow Glitter,River,5.65,TOP,Patrick Simpson,Lucky Lures,Seattle,West
1,8.89,9/29/2016,Zander Domination,Lake,8.89,TOP,Paul Bricks,Fishing King,Miami,South
2,10.50,9/29/2016,Bass Illumination,River,5.25,NORMAL,John Pittsburger,Happy Fisherman,Chicago,North
3,26.67,9/29/2016,Zander Domination,Lake,8.89,TOP,William Lock,Willy's Lure Barn,Austin,South
3,22.35,9/29/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
3,35.37,9/29/2016,Blinky Dorado,Ocean,11.79,TOP,Nora Pollack,Happy Fisherman,Chicago,North
4,39.96,9/29/2016,Deep Diver,Ocean,9.99,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
4,29.80,9/29/2016,Charles Lake Secret,Lake,7.45,NORMAL,Sean Simons,Fast Lures,New York,North
5,44.45,9/29/2016,Zander Domination,Lake,8.89,TOP,Henrik Griffin,Anglers United,Los Angeles,West
5,30.75,9/29/2016,Steelhead Iron,River,6.15,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
5,37.25,9/29/2016,Charles Lake Secret,Lake,7.45,NORMAL,William Lock,Willy's Lure Barn,Austin,South
6,33.90,9/29/2016,Minnow Glitter,River,5.65,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
6,53.34,9/29/2016,Zander Domination,Lake,8.89,TOP,Paul Bricks,Fishing King,Miami,South
7,39.55,9/29/2016,Minnow Glitter,River,5.65,TOP,Jasmin Muller,Ministry of Lures,New York,North
7,39.55,9/29/2016,Minnow Glitter,River,5.65,TOP,Tiffany Smith,Fast Lures,New York,North
8,42.00,9/29/2016,Bass Illumination,River,5.25,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
8,45.20,9/29/2016,Minnow Glitter,River,5.65,TOP,Brian Thompson,Anglers United,Los Angeles,West
8,45.20,9/29/2016,Minnow Glitter,River,5.65,TOP,Richard Smith,Lucky Lures,Seattle,West
8,71.12,9/29/2016,Zander Domination,Lake,8.89,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
8,59.60,9/29/2016,Trout Performance,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
9,62.91,9/29/2016,Pike Magic,Lake,6.99,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
9,55.35,9/29/2016,Steelhead Iron,River,6.15,TOP,Brian Thompson,Anglers United,Los Angeles,West
9,67.05,9/29/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
9,55.35,9/29/2016,Steelhead Iron,River,6.15,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
9,47.25,9/29/2016,Bass Illumination,River,5.25,NORMAL,Richard Smith,Lucky Lures,Seattle,West
10,61.50,9/29/2016,Steelhead Iron,River,6.15,TOP,Richard Smith,Lucky Lures,Seattle,West
10,69.90,9/29/2016,Pike Magic,Lake,6.99,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
10,74.50,9/29/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Rosenberg,Silk Watersports,San Francisco,West
11,51.15,9/29/2016,Fast Glider,River,4.65,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
12,89.40,9/29/2016,Charles Lake Secret,Lake,7.45,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
12,63.00,9/29/2016,Bass Illumination,River,5.25,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
12,55.80,9/29/2016,Fast Glider,River,4.65,NORMAL,Brian Thompson,Anglers United,Los Angeles,West
13,79.95,9/29/2016,Steelhead Iron,River,6.15,TOP,Brian Thompson,Anglers United,Los Angeles,West
13,136.37,9/29/2016,Redtail Trout,Ocean,10.49,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
13,68.25,9/29/2016,Bass Illumination,River,5.25,NORMAL,Sean Simons,Fast Lures,New York,North
14,79.10,9/29/2016,Minnow Glitter,River,5.65,TOP,John Pittsburger,Happy Fisherman,Chicago,North
14,97.86,9/29/2016,Pike Magic,Lake,6.99,TOP,Henry Jacobs,Anglers United,Los Angeles,West
14,97.86,9/29/2016,Pike Magic,Lake,6.99,TOP,Richard Smith,Lucky Lures,Seattle,West
14,73.50,9/29/2016,Bass Illumination,River,5.25,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
14,97.86,9/29/2016,Pike Magic,Lake,6.99,TOP,Paul Bricks,Fishing King,Miami,South
14,65.10,9/29/2016,Fast Glider,River,4.65,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
14,73.50,9/29/2016,Bass Illumination,River,5.25,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
15,92.25,9/29/2016,Steelhead Iron,River,6.15,TOP,Sean Simons,Fast Lures,New York,North
15,169.35,9/29/2016,Marlin Goldbar,Ocean,11.29,TOP,Nicolas Butters,Ministry of Lures,New York,North
15,78.75,9/29/2016,Bass Illumination,River,5.25,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
16,90.40,9/29/2016,Minnow Glitter,River,5.65,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
16,90.40,9/29/2016,Minnow Glitter,River,5.65,TOP,Sean Simons,Fast Lures,New York,North
16,167.84,9/29/2016,Redtail Trout,Ocean,10.49,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
16,90.40,9/29/2016,Minnow Glitter,River,5.65,TOP,Sean Simons,Fast Lures,New York,North
16,98.40,9/29/2016,Steelhead Iron,River,6.15,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
17,126.65,9/29/2016,Charles Lake Secret,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
17,96.05,9/29/2016,Minnow Glitter,River,5.65,TOP,Henrik Griffin,Anglers United,Los Angeles,West
17,118.83,9/29/2016,Pike Magic,Lake,6.99,TOP,Tyler Lance,Fast Lures,New York,North
1,6.15,9/30/2016,Steelhead Iron,River,6.15,TOP,Henrik Griffin,Anglers United,Los Angeles,West
1,8.89,9/30/2016,Zander Domination,Lake,8.89,TOP,Nicolas Butters,Ministry of Lures,New York,North
1,10.49,9/30/2016,Redtail Trout,Ocean,10.49,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
1,5.65,9/30/2016,Minnow Glitter,River,5.65,TOP,Sean Simons,Fast Lures,New York,North
2,13.98,9/30/2016,Pike Magic,Lake,6.99,TOP,Richard Smith,Lucky Lures,Seattle,West
2,13.98,9/30/2016,Pike Magic,Lake,6.99,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
2,13.98,9/30/2016,Pike Magic,Lake,6.99,TOP,Jasmin Muller,Ministry of Lures,New York,North
2,12.30,9/30/2016,Steelhead Iron,River,6.15,TOP,Nora Pollack,Happy Fisherman,Chicago,North
2,10.50,9/30/2016,Bass Illumination,River,5.25,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
2,14.90,9/30/2016,Charles Lake Secret,Lake,7.45,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
3,18.45,9/30/2016,Steelhead Iron,River,6.15,TOP,Tyler Lance,Fast Lures,New York,North
3,16.95,9/30/2016,Minnow Glitter,River,5.65,TOP,Sean Simons,Fast Lures,New York,North
3,13.95,9/30/2016,Fast Glider,River,4.65,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
3,31.47,9/30/2016,Redtail Trout,Ocean,10.49,NORMAL,Paul Bricks,Fishing King,Miami,South
4,35.56,9/30/2016,Zander Domination,Lake,8.89,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
4,29.80,9/30/2016,Trout Performance,Lake,7.45,NORMAL,William Lock,Willy's Lure Barn,Austin,South
4,24.60,9/30/2016,Steelhead Iron,River,6.15,TOP,Jasmin Muller,Ministry of Lures,New York,North
5,58.95,9/30/2016,Blinky Dorado,Ocean,11.79,TOP,Patrick Simpson,Lucky Lures,Seattle,West
6,44.70,9/30/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
6,33.90,9/30/2016,Minnow Glitter,River,5.65,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
6,70.74,9/30/2016,Blinky Dorado,Ocean,11.79,TOP,Timothy Hugs,Silk Watersports,San Francisco,West
7,39.55,9/30/2016,Minnow Glitter,River,5.65,TOP,Patrick Simpson,Lucky Lures,Seattle,West
7,62.23,9/30/2016,Zander Domination,Lake,8.89,TOP,Patrick Simpson,Lucky Lures,Seattle,West
7,52.15,9/30/2016,Trout Performance,Lake,7.45,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
8,55.92,9/30/2016,Pike Magic,Lake,6.99,TOP,Paul Bricks,Fishing King,Miami,South
8,83.92,9/30/2016,Redtail Trout,Ocean,10.49,NORMAL,Tiffany Smith,Fast Lures,New York,North
8,59.60,9/30/2016,Charles Lake Secret,Lake,7.45,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
8,42.00,9/30/2016,Bass Illumination,River,5.25,NORMAL,John Pittsburger,Happy Fisherman,Chicago,North
9,47.25,9/30/2016,Bass Illumination,River,5.25,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
10,56.50,9/30/2016,Minnow Glitter,River,5.65,TOP,Patrick Simpson,Lucky Lures,Seattle,West
10,88.90,9/30/2016,Zander Domination,Lake,8.89,TOP,Tyler Lance,Fast Lures,New York,North
10,74.50,9/30/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
11,57.75,9/30/2016,Bass Illumination,River,5.25,NORMAL,Sean Simons,Fast Lures,New York,North
11,129.69,9/30/2016,Blinky Dorado,Ocean,11.79,TOP,Patrick Simpson,Lucky Lures,Seattle,West
12,63.00,9/30/2016,Bass Illumination,River,5.25,NORMAL,Arnold Hendricks,Lucky Lures,Seattle,West
13,73.45,9/30/2016,Minnow Glitter,River,5.65,TOP,Patrick Simpson,Lucky Lures,Seattle,West
13,96.85,9/30/2016,Charles Lake Secret,Lake,7.45,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
13,115.57,9/30/2016,Zander Domination,Lake,8.89,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
14,79.10,9/30/2016,Minnow Glitter,River,5.65,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
14,124.46,9/30/2016,Zander Domination,Lake,8.89,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
14,104.30,9/30/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
14,86.10,9/30/2016,Steelhead Iron,River,6.15,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
14,97.86,9/30/2016,Pike Magic,Lake,6.99,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
15,111.75,9/30/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
15,69.75,9/30/2016,Fast Glider,River,4.65,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
15,133.35,9/30/2016,Zander Domination,Lake,8.89,TOP,Paul Thompson,Atlantic Lures,Miami,South
15,84.75,9/30/2016,Minnow Glitter,River,5.65,TOP,Richard Smith,Lucky Lures,Seattle,West
15,92.25,9/30/2016,Steelhead Iron,River,6.15,TOP,Henrik Griffin,Anglers United,Los Angeles,West
15,111.75,9/30/2016,Charles Lake Secret,Lake,7.45,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
15,78.75,9/30/2016,Bass Illumination,River,5.25,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
16,98.40,9/30/2016,Steelhead Iron,River,6.15,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
16,119.20,9/30/2016,Trout Performance,Lake,7.45,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
16,90.40,9/30/2016,Minnow Glitter,River,5.65,TOP,Nora Pollack,Happy Fisherman,Chicago,North
17,104.55,9/30/2016,Steelhead Iron,River,6.15,TOP,John Pittsburger,Happy Fisherman,Chicago,North
1,8.89,10/1/2016,Zander Domination,Lake,8.89,TOP,Henry Jacobs,Anglers United,Los Angeles,West
1,5.65,10/1/2016,Minnow Glitter,River,5.65,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
1,6.15,10/1/2016,Steelhead Iron,River,6.15,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
1,11.79,10/1/2016,Blinky Dorado,Ocean,11.79,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
1,7.45,10/1/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
2,14.90,10/1/2016,Trout Performance,Lake,7.45,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
3,35.37,10/1/2016,Blinky Dorado,Ocean,11.79,TOP,Henry Jacobs,Anglers United,Los Angeles,West
4,24.60,10/1/2016,Steelhead Iron,River,6.15,TOP,Tyler Lance,Fast Lures,New York,North
4,29.80,10/1/2016,Charles Lake Secret,Lake,7.45,NORMAL,Richard Smith,Lucky Lures,Seattle,West
4,18.60,10/1/2016,Fast Glider,River,4.65,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
5,23.25,10/1/2016,Fast Glider,River,4.65,NORMAL,Tiffany Smith,Fast Lures,New York,North
5,28.25,10/1/2016,Minnow Glitter,River,5.65,TOP,Sean Simons,Fast Lures,New York,North
5,58.95,10/1/2016,Blinky Dorado,Ocean,11.79,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
5,44.45,10/1/2016,Zander Domination,Lake,8.89,TOP,Tyler Lance,Fast Lures,New York,North
5,34.95,10/1/2016,Pike Magic,Lake,6.99,TOP,Paul Bricks,Fishing King,Miami,South
7,32.55,10/1/2016,Fast Glider,River,4.65,NORMAL,Tiffany Smith,Fast Lures,New York,North
7,43.05,10/1/2016,Steelhead Iron,River,6.15,TOP,John Pittsburger,Happy Fisherman,Chicago,North
7,39.55,10/1/2016,Minnow Glitter,River,5.65,TOP,Richard Smith,Lucky Lures,Seattle,West
7,52.15,10/1/2016,Charles Lake Secret,Lake,7.45,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
8,37.20,10/1/2016,Fast Glider,River,4.65,NORMAL,Richard Smith,Lucky Lures,Seattle,West
8,45.20,10/1/2016,Minnow Glitter,River,5.65,TOP,John Pittsburger,Happy Fisherman,Chicago,North
8,59.60,10/1/2016,Trout Performance,Lake,7.45,NORMAL,Abraham Jacobs,Lucky Lures,Seattle,West
9,62.91,10/1/2016,Pike Magic,Lake,6.99,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
10,112.90,10/1/2016,Marlin Goldbar,Ocean,11.29,TOP,Henrik Griffin,Anglers United,Los Angeles,West
10,74.50,10/1/2016,Charles Lake Secret,Lake,7.45,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
10,56.50,10/1/2016,Minnow Glitter,River,5.65,TOP,William Lock,Willy's Lure Barn,Austin,South
10,117.90,10/1/2016,Blinky Dorado,Ocean,11.79,TOP,Richard Smith,Lucky Lures,Seattle,West
10,56.50,10/1/2016,Minnow Glitter,River,5.65,TOP,Nora Pollack,Happy Fisherman,Chicago,North
11,67.65,10/1/2016,Steelhead Iron,River,6.15,TOP,Brian Thompson,Anglers United,Los Angeles,West
11,81.95,10/1/2016,Charles Lake Secret,Lake,7.45,NORMAL,Daniel Tailor,Willy's Lure Barn,Austin,South
11,67.65,10/1/2016,Steelhead Iron,River,6.15,TOP,Sean Simons,Fast Lures,New York,North
11,62.15,10/1/2016,Minnow Glitter,River,5.65,TOP,Nora Pollack,Happy Fisherman,Chicago,North
12,119.88,10/1/2016,Deep Diver,Ocean,9.99,TOP,Norbert Fitzpatrick,Fishing King,Miami,South
12,67.80,10/1/2016,Minnow Glitter,River,5.65,TOP,Nicolas Butters,Ministry of Lures,New York,North
12,67.80,10/1/2016,Minnow Glitter,River,5.65,TOP,Jasmin Muller,Ministry of Lures,New York,North
13,90.87,10/1/2016,Pike Magic,Lake,6.99,TOP,Roberta Gonzalez,Ministry of Lures,New York,North
13,90.87,10/1/2016,Pike Magic,Lake,6.99,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
13,96.85,10/1/2016,Trout Performance,Lake,7.45,NORMAL,Brian Thompson,Anglers United,Los Angeles,West
13,96.85,10/1/2016,Charles Lake Secret,Lake,7.45,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
14,86.10,10/1/2016,Steelhead Iron,River,6.15,TOP,Paul Thompson,Atlantic Lures,Miami,South
15,78.75,10/1/2016,Bass Illumination,River,5.25,NORMAL,Sean Simons,Fast Lures,New York,North
16,119.20,10/1/2016,Trout Performance,Lake,7.45,NORMAL,Paul Bricks,Fishing King,Miami,South
16,90.40,10/1/2016,Minnow Glitter,River,5.65,TOP,Patrick Simpson,Lucky Lures,Seattle,West
16,119.20,10/1/2016,Charles Lake Secret,Lake,7.45,NORMAL,William Lock,Willy's Lure Barn,Austin,South
16,119.20,10/1/2016,Trout Performance,Lake,7.45,NORMAL,Tyler Lance,Fast Lures,New York,North
16,119.20,10/1/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
16,84.00,10/1/2016,Bass Illumination,River,5.25,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
16,90.40,10/1/2016,Minnow Glitter,River,5.65,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
17,126.65,10/1/2016,Charles Lake Secret,Lake,7.45,NORMAL,Tyler Lance,Fast Lures,New York,North
17,89.25,10/1/2016,Bass Illumination,River,5.25,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
1,4.65,10/2/2016,Fast Glider,River,4.65,NORMAL,Norbert Fitzpatrick,Fishing King,Miami,South
1,10.49,10/2/2016,Redtail Trout,Ocean,10.49,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
1,5.25,10/2/2016,Bass Illumination,River,5.25,NORMAL,Paul Thompson,Atlantic Lures,Miami,South
1,6.15,10/2/2016,Steelhead Iron,River,6.15,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
1,4.65,10/2/2016,Fast Glider,River,4.65,NORMAL,Nora Pollack,Happy Fisherman,Chicago,North
1,4.65,10/2/2016,Fast Glider,River,4.65,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
2,10.50,10/2/2016,Bass Illumination,River,5.25,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
2,22.58,10/2/2016,Marlin Goldbar,Ocean,11.29,TOP,Nora Pollack,Happy Fisherman,Chicago,North
2,14.90,10/2/2016,Trout Performance,Lake,7.45,NORMAL,Tyler Lance,Fast Lures,New York,North
2,10.50,10/2/2016,Bass Illumination,River,5.25,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
2,12.30,10/2/2016,Steelhead Iron,River,6.15,TOP,Brian Thompson,Anglers United,Los Angeles,West
2,14.90,10/2/2016,Charles Lake Secret,Lake,7.45,NORMAL,Henrik Griffin,Anglers United,Los Angeles,West
3,22.35,10/2/2016,Charles Lake Secret,Lake,7.45,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
3,13.95,10/2/2016,Fast Glider,River,4.65,NORMAL,Sean Simons,Fast Lures,New York,North
3,20.97,10/2/2016,Pike Magic,Lake,6.99,TOP,Paul Bricks,Fishing King,Miami,South
3,22.35,10/2/2016,Charles Lake Secret,Lake,7.45,NORMAL,Jasmin Muller,Ministry of Lures,New York,North
3,31.47,10/2/2016,Redtail Trout,Ocean,10.49,NORMAL,Richard Smith,Lucky Lures,Seattle,West
3,13.95,10/2/2016,Fast Glider,River,4.65,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
4,22.60,10/2/2016,Minnow Glitter,River,5.65,TOP,Paul Thompson,Atlantic Lures,Miami,South
5,28.25,10/2/2016,Minnow Glitter,River,5.65,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
5,58.95,10/2/2016,Blinky Dorado,Ocean,11.79,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
5,28.25,10/2/2016,Minnow Glitter,River,5.65,TOP,John Pittsburger,Happy Fisherman,Chicago,North
6,62.94,10/2/2016,Redtail Trout,Ocean,10.49,NORMAL,Sean Simons,Fast Lures,New York,North
6,70.74,10/2/2016,Blinky Dorado,Ocean,11.79,TOP,William Lock,Willy's Lure Barn,Austin,South
6,62.94,10/2/2016,Redtail Trout,Ocean,10.49,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
7,43.05,10/2/2016,Steelhead Iron,River,6.15,TOP,Sean Simons,Fast Lures,New York,North
7,52.15,10/2/2016,Charles Lake Secret,Lake,7.45,NORMAL,Nicolas Butters,Ministry of Lures,New York,North
7,48.93,10/2/2016,Pike Magic,Lake,6.99,TOP,Richard Rosenberg,Silk Watersports,San Francisco,West
8,45.20,10/2/2016,Minnow Glitter,River,5.65,TOP,Tiffany Smith,Fast Lures,New York,North
8,45.20,10/2/2016,Minnow Glitter,River,5.65,TOP,Brian Thompson,Anglers United,Los Angeles,West
8,49.20,10/2/2016,Steelhead Iron,River,6.15,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
8,59.60,10/2/2016,Trout Performance,Lake,7.45,NORMAL,Tiffany Smith,Fast Lures,New York,North
9,62.91,10/2/2016,Pike Magic,Lake,6.99,TOP,Abraham Jacobs,Lucky Lures,Seattle,West
9,89.91,10/2/2016,Deep Diver,Ocean,9.99,TOP,Tyler Lance,Fast Lures,New York,North
9,50.85,10/2/2016,Minnow Glitter,River,5.65,TOP,Daniel Tailor,Willy's Lure Barn,Austin,South
10,61.50,10/2/2016,Steelhead Iron,River,6.15,TOP,Brian Thompson,Anglers United,Los Angeles,West
10,88.90,10/2/2016,Zander Domination,Lake,8.89,TOP,Paul Bricks,Fishing King,Miami,South
10,52.50,10/2/2016,Bass Illumination,River,5.25,NORMAL,William Lock,Willy's Lure Barn,Austin,South
11,51.15,10/2/2016,Fast Glider,River,4.65,NORMAL,Roberta Gonzalez,Ministry of Lures,New York,North
11,67.65,10/2/2016,Steelhead Iron,River,6.15,TOP,Brian Thompson,Anglers United,Los Angeles,West
11,57.75,10/2/2016,Bass Illumination,River,5.25,NORMAL,Tyler Lance,Fast Lures,New York,North
11,67.65,10/2/2016,Steelhead Iron,River,6.15,TOP,Arnold Hendricks,Lucky Lures,Seattle,West
11,51.15,10/2/2016,Fast Glider,River,4.65,NORMAL,Tyler Lance,Fast Lures,New York,North
11,51.15,10/2/2016,Fast Glider,River,4.65,NORMAL,Patrick Simpson,Lucky Lures,Seattle,West
12,55.80,10/2/2016,Fast Glider,River,4.65,NORMAL,Tyler Lance,Fast Lures,New York,North
12,63.00,10/2/2016,Bass Illumination,River,5.25,NORMAL,Henry Jacobs,Anglers United,Los Angeles,West
13,115.57,10/2/2016,Zander Domination,Lake,8.89,TOP,Sean Simons,Fast Lures,New York,North
